eventid,imonth,iday,country,country_txt,region,region_txt,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,weaptype1_txt,weapsubtype1
202102170019,2,17,45,Colombia,3,South America,Narino,Nazate,Armed Assault,Police,22,"Police Building (headquarters, station, school)",National Police of Colombia,Station,45,Colombia,National Liberation Army of Colombia (ELN),Firearms,2
202102170021,2,17,92,India,6,South Asia,Chhattisgarh,Khursipar Khurd,Hostage Taking (Kidnapping),Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Munna Verma,92,India,Maoists,Firearms,5
202102170023,2,17,65,Ethiopia,11,Sub-Saharan Africa,Tigray,Unknown,Facility/Infrastructure Attack,Utilities,107,Electricity,Ethiopian Electric Power (EEP),Power Line,65,Ethiopia,Tigray Peoples Liberation Front (TPLF),Sabotage Equipment,
202102170025,2,17,4,Afghanistan,6,South Asia,Nangarhar,Mamond Tangi,Armed Assault,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Border Police Post,4,Afghanistan,Taliban,Firearms,5
202102170026,2,17,4,Afghanistan,6,South Asia,Nangarhar,Wosh Zawara,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Border Police Post,4,Afghanistan,Unknown,Explosives,16
202102170027,2,17,92,India,6,South Asia,Jammu and Kashmir,Manjakote,Bombing/Explosion,Unknown,,,Unknown,Unknown,92,India,Unknown,Explosives,17
202102170028,2,17,147,Nigeria,11,Sub-Saharan Africa,Edo,Yoruba,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Yoruba Camp,Camp,147,Nigeria,Fulani extremists,Firearms,5
202102170029,2,17,147,Nigeria,11,Sub-Saharan Africa,Edo,Ugboke,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Ugboke Area,Area,147,Nigeria,Fulani extremists,Firearms,5
202102170030,2,17,147,Nigeria,11,Sub-Saharan Africa,Edo,Oshodi,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Oshodi Area,Area,147,Nigeria,Fulani extremists,Firearms,5
202102170031,2,17,147,Nigeria,11,Sub-Saharan Africa,Edo,Okokodo,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Okokodo Area,Area,147,Nigeria,Fulani extremists,Firearms,5
202102170032,2,17,147,Nigeria,11,Sub-Saharan Africa,Edo,Ariyan,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Ariyan Area,Area,147,Nigeria,Fulani extremists,Firearms,5
202102170033,2,17,160,Philippines,5,Southeast Asia,Maguindanao,Capiton,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Sultan Sumagka,Former Councilor: Kagui Said Karim,160,Philippines,Unknown,Firearms,3
202102170035,2,17,41,Central African Republic,11,Sub-Saharan Africa,Nana-Mambere,Baboua,Armed Assault,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Truck Convoy,41,Central African Republic,Coalition of Patriots for Change (CPC),Firearms,5
202102170036,2,18,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Brezins,Facility/Infrastructure Attack,Telecommunication,91,Internet Infrastructure,Constructel,Telecommunication Installation,69,France,Anarchists,Incendiary,18
202102170037,2,16,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Gigors-et-Lozeron,Facility/Infrastructure Attack,Telecommunication,,,Orange,Telecommunication Control Room,69,France,Left-wing extremists,Incendiary,18
202102170038,2,17,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Crest,Facility/Infrastructure Attack,Telecommunication,,,Orange,Telecommunication Control Room,69,France,Unknown,Incendiary,18
202102170042,2,17,4,Afghanistan,6,South Asia,Kandahar,Babar,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Taliban,Explosives,16
202102180003,2,18,4,Afghanistan,6,South Asia,Uruzgan,Gizab district,Unknown,Government (General),21,Government Building/Facility/Office,Government of Pato District,District Center,4,Afghanistan,Taliban,Unknown,
202102180004,2,18,95,Iraq,10,Middle East & North Africa,Al Qadisiyah,Unknown,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Logistics Convoy,422,International,Unknown,Explosives,15
202102180005,2,18,95,Iraq,10,Middle East & North Africa,Unknown,Unknown,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Logistics Convoy,422,International,Unknown,Explosives,16
202102180006,2,18,95,Iraq,10,Middle East & North Africa,Basra,Unknown,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Logistics Convoy,422,International,Unknown,Explosives,17
202102180008,2,18,95,Iraq,10,Middle East & North Africa,Basra,Al-Zubair,Bombing/Explosion,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Shepherd,95,Iraq,Unknown,Explosives,8
202102180009,2,18,95,Iraq,10,Middle East & North Africa,Kirkuk,Anan,Armed Assault,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Muhammad Kaki,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,5
202102180017,2,18,33,Burkina Faso,11,Sub-Saharan Africa,Sahel,Markoye,Armed Assault,Transportation,99,Bus (excluding tourists),Not Applicable,Transportation Vehicle,33,Burkina Faso,Muslim extremists,Firearms,5
202102180018,2,18,123,Mali,11,Sub-Saharan Africa,Mopti,Unknown,Armed Assault,Transportation,99,Bus (excluding tourists),Unknown,Bus,123,Mali,Muslim extremists,Firearms,5
202102180019,2,18,123,Mali,11,Sub-Saharan Africa,Mopti,Parou,Armed Assault,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,123,Mali,Muslim extremists,Firearms,5
202102180027,2,18,95,Iraq,10,Middle East & North Africa,Kirkuk,Daquq district,Bombing/Explosion,Unknown,,,Unknown,Unknown,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,13
202102180028,2,18,147,Nigeria,11,Sub-Saharan Africa,Ogun,Bamajo,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Bamajo Village,Village,147,Nigeria,Fulani extremists,Incendiary,18
202102180029,2,18,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,South Waziristan district,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Frontier Corps (FC),Paramilitary Checkpost,153,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Firearms,5
202102180031,2,18,65,Ethiopia,11,Sub-Saharan Africa,Tigray,Adi Mesno,Armed Assault,Private Citizens & Property,70,Student,Adigrat University,Bus of Students,65,Ethiopia,Unknown,Firearms,2
202102180034,2,18,45,Colombia,3,South America,Arauca,Sitio Nuevo,Armed Assault,Military,29,Military Unit/Patrol/Convoy,National Army of Colombia,"Soldiers: Andres Jose Romero Teheran, Juan Camilo Rubiano Duarte, Samuel Mendoza Torres Samuel",45,Colombia,National Liberation Army of Colombia (ELN),Firearms,5
202102180036,2,18,228,Yemen,10,Middle East & North Africa,Marib,Al-Kasarah,Unknown,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Yemeni Army,Falcon Brigade Security Forces,228,Yemen,Houthi extremists (Ansar Allah),Unknown,
202102180037,2,18,228,Yemen,10,Middle East & North Africa,Marib,Al-Mashjah,Bombing/Explosion,Unknown,,,Unknown,Unknown,228,Yemen,Houthi extremists (Ansar Allah),Explosives,12
202102180039,2,18,92,India,6,South Asia,Chhattisgarh,Kanker district,Bombing/Explosion,Unknown,,,Unknown,Unknown,92,India,Maoists,Explosives,16
202102190003,2,19,4,Afghanistan,6,South Asia,Herat,Ghoryan district,Facility/Infrastructure Attack,Government (General),21,Government Building/Facility/Office,Government of Ghoryan,District Center,4,Afghanistan,Taliban,Incendiary,18
202102190005,2,18,153,Pakistan,6,South Asia,Balochistan,Kahan,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Army,Checkpost,153,Pakistan,Baloch Liberation Army (BLA),Explosives,7
202102190006,2,19,137,Mozambique,11,Sub-Saharan Africa,Cabo Delgado,Quionga,Armed Assault,Government (General),21,Government Building/Facility/Office,Government of Quionga,Administrative Post,137,Mozambique,Muslim extremists,Firearms,5
202102190007,2,19,228,Yemen,10,Middle East & North Africa,Sanaa,Arhab district,Assassination,Terrorists/Non-State Militia,94,Non-State Militia,Arhab Tribal Forces,Tribal Leader: Sheikh Ali Rajeh Abu Nashtan,228,Yemen,Houthi extremists (Ansar Allah),Firearms,5
202102190008,2,19,92,India,6,South Asia,Jharkhand,Chitramo,Bombing/Explosion,Police,25,Police Security Forces/Officers,Central Reserve Police Force (CRPF),Security Forces,92,India,Maoists,Explosives,16
202102190011,2,19,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Musuku,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Musuku Village,Village,229,Democratic Republic of the Congo,Allied Democratic Forces (ADF),Unknown,
202102200005,2,20,4,Afghanistan,6,South Asia,Kapisa,Nijrab district,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Afghan National Security Force (ANSF),Vehicle,4,Afghanistan,Unknown,Explosives,16
202102200006,2,20,4,Afghanistan,6,South Asia,Badghis,Ab Kamari district,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,4,Afghanistan,Taliban,Firearms,5
202102200007,2,20,95,Iraq,10,Middle East & North Africa,Muthanna,Busayyah,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,Unknown,Explosives,8
202102200008,2,20,65,Ethiopia,11,Sub-Saharan Africa,Tigray,Mekelle,Assassination,Private Citizens & Property,83,Protester,Fenkil Tigray Movement,Founder: Yemane Niguse,65,Ethiopia,Tigray Peoples Liberation Front (TPLF),Unknown,
202102200009,2,20,95,Iraq,10,Middle East & North Africa,Dhi Qar,Al-Tar,Bombing/Explosion,Private Citizens & Property,83,Protester,Tishreen Movement,Activist: Raed Karim,95,Iraq,Unknown,Explosives,7
202102200011,2,20,95,Iraq,10,Middle East & North Africa,Dhi Qar,Refai district,Armed Assault,Private Citizens & Property,83,Protester,Tishreen Movement,Activist: Imad Jassem,95,Iraq,Unknown,Firearms,5
202102200012,2,20,95,Iraq,10,Middle East & North Africa,Saladin,Yathrib,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Balad Airbase,422,International,Unknown,Explosives,11
202102200013,2,20,4,Afghanistan,6,South Asia,Helmand,Popalzo Zoshakh,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Taliban,Explosives,8
202102200014,2,20,4,Afghanistan,6,South Asia,Helmand,Nahri Saraj district,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Local Police (ALP),Vehicle,4,Afghanistan,Taliban,Explosives,8
202102200021,2,20,147,Nigeria,11,Sub-Saharan Africa,Delta,Sapele,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Government of Delta State,Aid: Comrade Okiemute Sowho,147,Nigeria,Unknown,Firearms,5
202102200022,2,20,147,Nigeria,11,Sub-Saharan Africa,Ogun,Iwofin,Hostage Taking (Kidnapping),Private Citizens & Property,77,Laborer (General)/Occupation Identified,Unknown,Traders,147,Nigeria,Fulani extremists,Firearms,5
202102200025,2,20,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Sassenage,Facility/Infrastructure Attack,Telecommunication,92,Multiple Telecommunication Targets,Constructel,Telecommunication Installation Site,69,France,Anarchists,Incendiary,18
202102200026,2,20,200,Syria,10,Middle East & North Africa,Al Hasakah,Al-Hawl,Armed Assault,Private Citizens & Property,65,Refugee (including Camps/IDP/Asylum Seekers),Al-Hol Camp,Iraqi Refugees,200,Syria,Unknown,Firearms,5
202102200027,2,20,200,Syria,10,Middle East & North Africa,Aleppo,Sajo,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Not Applicable,Vegetable Market,200,Syria,People's Protection Units (YPG),Explosives,15
202102200035,2,20,45,Colombia,3,South America,Norte de Santander,Jurisdicciones,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Colombian Public Force,Security Forces,45,Colombia,National Liberation Army of Colombia (ELN),Firearms,5
202102200038,2,20,41,Central African Republic,11,Sub-Saharan Africa,Unknown,Unknown,Armed Assault,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Truck Convoy,41,Central African Republic,Unknown,Firearms,5
202102200039,2,20,41,Central African Republic,11,Sub-Saharan Africa,Unknown,Unknown,Armed Assault,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Truck Convoy,41,Central African Republic,Unknown,Firearms,5
202102200040,2,20,41,Central African Republic,11,Sub-Saharan Africa,Unknown,Unknown,Armed Assault,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Truck Convoy,41,Central African Republic,Unknown,Firearms,5
202102200043,2,20,160,Philippines,5,Southeast Asia,Ilocos Sur,Tagudin district,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Barangay Ag-aguman,Village Councilor: Ricardo de la Cruz,160,Philippines,Unknown,Firearms,5
202102200048,2,20,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Kalembe,Hostage Taking (Kidnapping),Educational Institution,48,Teacher/Professor/Instructor,Matenge Institute,Teacher,229,Democratic Republic of the Congo,Unknown,Firearms,5
202102210005,2,21,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Tindi,Hostage Taking (Kidnapping),Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of North Waziristan,Official: Humayun Khan,153,Pakistan,Tehrik-i-Taliban Pakistan (TTP),Firearms,5
202102210006,2,21,146,Niger,11,Sub-Saharan Africa,Tillaberi,Waraou,Bombing/Explosion,Government (General),19,Election-related,Independent National Electoral Commission (CENI),Vehicle of Employees,146,Niger,Unknown,Explosives,8
202102210013,2,21,4,Afghanistan,6,South Asia,Wardak,Jalrez district,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Taliban,Explosives,8
202102210016,2,21,185,Spain,8,Western Europe,Murcia,San Javier,Bombing/Explosion,Religious Figures/Institutions,86,Place of Worship,Assafwa Muslim Worship Center,Mosque,185,Spain,Anti-Muslim extremists,Explosives,17
202102210017,2,21,92,India,6,South Asia,Chhattisgarh,Kanker district,Bombing/Explosion,Unknown,,,Unknown,Unknown,92,India,Unknown,Explosives,8
202102210019,2,21,92,India,6,South Asia,Odisha,Malkangiri district,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Border Security Force (BSF),Soldier,92,India,Maoists,Explosives,8
202102210021,2,21,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dera Ismail Khan district,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Dera Ismail Khan District,District,153,Pakistan,Unknown,Explosives,16
202102210023,2,21,4,Afghanistan,6,South Asia,Kandahar,Khakrez district,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Taliban,Explosives,15
202102210026,2,21,4,Afghanistan,6,South Asia,Kandahar,Maywand district,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Taliban,Explosives,8
202102220002,2,22,4,Afghanistan,6,South Asia,Herat,Adraskan district,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Motorcycle,4,Afghanistan,Unknown,Explosives,29
202102220003,2,22,4,Afghanistan,6,South Asia,Faryab,Shirin Tagab district,Unknown,Government (General),21,Government Building/Facility/Office,Government of Shirin Tagab District,District Center,4,Afghanistan,Taliban,Unknown,
202102220004,2,22,4,Afghanistan,6,South Asia,Wardak,Jalrez district,Unknown,Police,22,"Police Building (headquarters, station, school)",Afghan Police,Outpost,4,Afghanistan,Taliban,Unknown,
202102220005,2,22,4,Afghanistan,6,South Asia,Logar,Hesarak,Unknown,Terrorists/Non-State Militia,94,Non-State Militia,Unknown,Pro-Government Militia Members,4,Afghanistan,Taliban,Unknown,
202102220006,2,22,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Ipi,Armed Assault,NGO,61,Domestic NGO,Sabawon,Aid Workers,153,Pakistan,Hafiz Gul Bahadur Group,Firearms,5
202102220010,2,22,229,Democratic Republic of the Congo,11,Sub-Saharan Africa,North Kivu,Kanyamahoro,Assassination,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Italian Ministry of Foreign Affairs,Convoy of Ambassador: Luca Attanasio,98,Italy,Democratic Front for the Liberation of Rwanda (FDLR),Firearms,2
202102220015,2,22,92,India,6,South Asia,Jammu and Kashmir,Kenihama,Bombing/Explosion,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Indian Armed Forces,Forces,92,India,Unknown,Explosives,16
202102220016,2,22,160,Philippines,5,Southeast Asia,Sorsogon,Putiao,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Philippine National Police (PNP),Truck,160,Philippines,New People's Army (NPA),Explosives,11
202102220017,2,22,146,Niger,11,Sub-Saharan Africa,Diffa,Unknown,Bombing/Explosion,Government (General),19,Election-related,National Independent Electoral Commission (CENI),Poll Workers,146,Niger,Unknown,Explosives,16
202102220018,2,22,147,Nigeria,11,Sub-Saharan Africa,Oyo,Oke Odan,Hostage Taking (Kidnapping),Private Citizens & Property,72,Farmer,Unknown,Farmer,147,Nigeria,Fulani extremists,Firearms,5
202102220025,2,22,43,Chile,3,South America,Araucania,Lautaro,Facility/Infrastructure Attack,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,43,Chile,Unknown,Firearms,4
202102220026,2,22,43,Chile,3,South America,Araucania,Cautin district,Facility/Infrastructure Attack,Business,9,Farm/Ranch,Unknown,Agricultural Equipment,43,Chile,Unknown,Incendiary,18
202102220027,2,22,43,Chile,3,South America,Araucania,Radal,Facility/Infrastructure Attack,Business,9,Farm/Ranch,Unknown,Agricultural Equipment,43,Chile,Mapuche extremists,Firearms,3
202102230002,2,23,4,Afghanistan,6,South Asia,Baghlan,Sarak-e-Panj,Assassination,Business,6,Medical/Pharmaceutical,Baghlani Jadid District Hospital,Doctor: Khalil-ur-Rahman Narmgo,4,Afghanistan,Taliban,Firearms,5
